_id,date,avg_temp,rain
w_84,2025-12-07,7.2,False
w_85,2025-12-08,11.4,False
w_86,2025-12-09,9.0,False
w_87,2025-12-10,10.1,False
w_88,2025-12-11,11.3,False
w_89,2025-12-12,11.2,True
w_90,2025-12-13,11.7,False
w_91,2025-12-14,9.8,False
w_92,2025-12-15,9.0,False
w_93,2025-12-16,9.8,True
w_94,2025-12-17,5.8,True
w_95,2025-12-18,6.4,False
w_96,2025-12-19,6.7,False
w_97,2025-12-20,7.5,False
w_98,2025-12-21,11.0,False
w_99,2025-12-22,7.7,False
w_100,2025-12-23,9.1,False
w_101,2025-12-24,13.3,False
w_102,2025-12-25,9.1,True
w_103,2025-12-26,11.9,False
w_104,2025-12-27,7.7,False
w_105,2025-12-28,9.6,True
w_106,2025-12-29,7.7,False
w_107,2025-12-30,9.3,False
w_108,2025-12-31,12.3,True
w_109,2026-01-01,5.9,False
w_110,2026-01-02,11.3,False
w_111,2026-01-03,10.8,False
w_112,2026-01-04,8.8,False
w_113,2026-01-05,6.7,False
w_114,2026-01-06,10.5,False
w_115,2026-01-07,9.1,False
w_116,2026-01-08,11.0,False
w_117,2026-01-09,10.5,False
w_118,2026-01-10,14.5,False
w_119,2026-01-11,10.0,False
w_120,2026-01-12,8.1,False
w_121,2026-01-13,11.1,False
w_122,2026-01-14,11.3,False
w_123,2026-01-15,14.2,False
w_124,2026-01-16,13.0,False
w_125,2026-01-17,11.8,False
w_126,2026-01-18,14.7,False
w_127,2026-01-19,8.1,False
w_128,2026-01-20,9.5,False
w_129,2026-01-21,8.9,False
w_130,2026-01-22,10.3,True
w_131,2026-01-23,7.9,True
w_132,2026-01-24,13.0,False
w_133,2026-01-25,11.0,True
w_134,2026-01-26,7.9,False
w_135,2026-01-27,9.1,False
w_136,2026-01-28,12.5,True
w_137,2026-01-29,13.9,False
w_138,2026-01-30,16.9,False
w_139,2026-01-31,19.3,True
w_140,2026-02-01,13.2,False
w_141,2026-02-02,9.7,False
w_142,2026-02-03,7.0,False
w_143,2026-02-04,13.1,True
w_144,2026-02-05,10.5,False
w_145,2026-02-06,11.6,True
w_146,2026-02-07,11.2,False
w_147,2026-02-08,12.5,False
w_148,2026-02-09,15.6,False
w_149,2026-02-10,13.4,False
w_150,2026-02-11,12.7,False
w_151,2026-02-12,10.7,False
w_152,2026-02-13,9.2,False
w_153,2026-02-14,12.3,False
w_154,2026-02-15,13.4,False
w_155,2026-02-16,18.1,True
w_156,2026-02-17,14.1,True
w_157,2026-02-18,16.4,False
w_158,2026-02-19,12.8,True
w_159,2026-02-20,11.2,True
w_160,2026-02-21,11.9,False
w_161,2026-02-22,12.6,False
w_162,2026-02-23,19.9,False
w_163,2026-02-24,12.6,False
w_164,2026-02-25,16.9,False
w_165,2026-02-26,12.7,True
w_166,2026-02-27,17.4,False
w_167,2026-02-28,16.1,False
w_168,2026-03-01,14.9,True
w_169,2026-03-02,15.3,False
w_170,2026-03-03,13.9,False
w_171,2026-03-04,16.8,False
w_172,2026-03-05,14.7,True
w_173,2026-03-06,12.9,True
w_174,2026-03-07,12.9,False
w_175,2026-03-08,16.7,True
w_176,2026-03-09,20.3,True
w_177,2026-03-10,16.9,False
w_178,2026-03-11,16.3,False
w_179,2026-03-12,17.5,False
w_180,2026-03-13,20.2,False
w_181,2026-03-14,17.6,True
w_182,2026-03-15,16.1,True
w_183,2026-03-16,20.1,False
w_184,2026-03-17,18.5,False
w_185,2026-03-18,21.4,False
w_186,2026-03-19,18.2,False
w_187,2026-03-20,14.8,False
w_188,2026-03-21,14.6,True
w_189,2026-03-22,22.3,False
w_190,2026-03-23,22.6,False
w_191,2026-03-24,18.0,False
w_192,2026-03-25,17.6,False
w_193,2026-03-26,22.3,False
w_194,2026-03-27,16.1,False
w_195,2026-03-28,16.7,False
w_196,2026-03-29,20.7,False
w_197,2026-03-30,18.2,False
w_198,2026-03-31,19.4,False
w_199,2026-04-01,19.1,False
w_200,2026-04-02,20.5,False
w_201,2026-04-03,23.3,False
w_202,2026-04-04,20.1,False
w_203,2026-04-05,21.7,True
w_204,2026-04-06,15.1,False
w_205,2026-04-07,20.2,False
w_206,2026-04-08,18.3,False
w_207,2026-04-09,17.5,True
w_208,2026-04-10,18.5,False
w_209,2026-04-11,20.0,True
w_210,2026-04-12,23.2,True
w_211,2026-04-13,17.8,False
w_212,2026-04-14,21.3,False
w_213,2026-04-15,20.1,False
w_214,2026-04-16,20.6,False
w_215,2026-04-17,24.1,True
w_216,2026-04-18,23.1,False
w_217,2026-04-19,25.2,False
w_218,2026-04-20,21.6,False
w_219,2026-04-21,20.3,False
w_220,2026-04-22,21.6,False
w_221,2026-04-23,22.9,False
w_222,2026-04-24,22.9,False
w_223,2026-04-25,19.8,False
w_224,2026-04-26,22.9,False
w_225,2026-04-27,23.3,False
w_226,2026-04-28,29.2,False
w_227,2026-04-29,27.7,False
w_228,2026-04-30,21.0,True
w_229,2026-05-01,22.5,False
w_230,2026-05-02,19.6,False
w_231,2026-05-03,21.9,False
w_232,2026-05-04,24.3,False
w_233,2026-05-05,26.6,False
w_234,2026-05-06,21.9,False
w_235,2026-05-07,22.2,False
w_236,2026-05-08,18.5,False
w_237,2026-05-09,23.6,False
w_238,2026-05-10,21.4,False
w_239,2026-05-11,22.8,True
w_240,2026-05-12,22.1,True
w_241,2026-05-13,24.1,False
w_242,2026-05-14,20.0,False
w_243,2026-05-15,20.8,False
w_244,2026-05-16,29.9,False
w_245,2026-05-17,21.4,False
w_246,2026-05-18,22.0,False
w_247,2026-05-19,29.4,False
w_248,2026-05-20,32.1,True
w_249,2026-05-21,22.0,False
w_250,2026-05-22,24.1,False
w_251,2026-05-23,25.9,False
w_252,2026-05-24,29.5,False
w_253,2026-05-25,22.7,True
w_254,2026-05-26,24.6,False
w_255,2026-05-27,27.3,True
w_256,2026-05-28,26.5,True
w_257,2026-05-29,24.5,False
w_258,2026-05-30,25.1,False
w_259,2026-05-31,22.1,False
w_260,2026-06-01,25.0,False
w_261,2026-06-02,24.9,False
w_262,2026-06-03,26.2,False
w_263,2026-06-04,24.3,True
w_264,2026-06-05,26.9,True
w_265,2026-06-06,28.3,False
w_266,2026-06-07,26.2,False
w_267,2026-06-08,26.7,True
w_268,2026-06-09,26.0,False
w_269,2026-06-10,25.9,False
w_270,2026-06-11,24.1,True
w_271,2026-06-12,26.7,False
w_272,2026-06-13,25.7,False
w_273,2026-06-14,31.2,False
w_274,2026-06-15,29.9,True
w_275,2026-06-16,26.9,False
w_276,2026-06-17,24.1,False
w_277,2026-06-18,23.2,False
w_278,2026-06-19,29.0,False
w_279,2026-06-20,26.7,False
w_280,2026-06-21,27.2,False
w_281,2026-06-22,21.6,False
w_282,2026-06-23,28.3,False
w_283,2026-06-24,27.1,True
w_284,2026-06-25,23.2,True
w_285,2026-06-26,24.8,False
w_286,2026-06-27,26.6,False
w_287,2026-06-28,26.1,False
w_288,2026-06-29,25.2,False
w_289,2026-06-30,25.6,False
w_290,2026-07-01,25.2,False
w_291,2026-07-02,26.2,True
w_292,2026-07-03,29.5,False
w_293,2026-07-04,19.4,False
w_294,2026-07-05,25.2,False
w_295,2026-07-06,26.1,False
w_296,2026-07-07,26.4,False
w_297,2026-07-08,24.7,False
w_298,2026-07-09,21.2,False
w_299,2026-07-10,26.4,True
w_300,2026-07-11,29.8,False
w_301,2026-07-12,21.6,True
w_302,2026-07-13,27.6,True
w_303,2026-07-14,24.5,True
w_304,2026-07-15,25.1,False
w_305,2026-07-16,22.6,False
w_306,2026-07-17,24.3,False
w_307,2026-07-18,28.4,False
w_308,2026-07-19,26.5,False
w_309,2026-07-20,29.3,False
w_310,2026-07-21,27.8,False
w_311,2026-07-22,25.9,False
w_312,2026-07-23,29.1,False
w_313,2026-07-24,25.8,True
w_314,2026-07-25,26.7,False
w_315,2026-07-26,23.8,False
w_316,2026-07-27,24.6,False
w_317,2026-07-28,22.6,False
w_318,2026-07-29,26.8,False
w_319,2026-07-30,21.3,False
w_320,2026-07-31,26.1,False
w_321,2026-08-01,23.5,True
w_322,2026-08-02,26.9,False
w_323,2026-08-03,25.7,True
w_324,2026-08-04,28.3,False
w_325,2026-08-05,25.5,False
w_326,2026-08-06,19.6,False
w_327,2026-08-07,23.3,False
w_328,2026-08-08,20.4,False
w_329,2026-08-09,21.9,False
w_330,2026-08-10,26.9,False
w_331,2026-08-11,24.6,False
w_332,2026-08-12,21.2,False
w_333,2026-08-13,20.3,False
w_334,2026-08-14,22.8,False
w_335,2026-08-15,19.5,False
w_336,2026-08-16,20.8,True
w_337,2026-08-17,23.1,False
w_338,2026-08-18,25.1,True
w_339,2026-08-19,23.7,False
w_340,2026-08-20,16.3,False
w_341,2026-08-21,22.7,False
w_342,2026-08-22,21.9,False
w_343,2026-08-23,22.7,True
w_344,2026-08-24,25.6,False
w_345,2026-08-25,16.2,True
w_346,2026-08-26,19.8,True
w_347,2026-08-27,22.6,True
w_348,2026-08-28,17.1,True
w_349,2026-08-29,24.6,False
w_350,2026-08-30,21.7,False
w_351,2026-08-31,22.8,False
w_352,2026-09-01,19.1,True
w_353,2026-09-02,22.4,True
w_354,2026-09-03,22.9,False
w_355,2026-09-04,20.7,True
w_356,2026-09-05,20.6,False
w_357,2026-09-06,20.5,True
w_358,2026-09-07,17.5,False
w_359,2026-09-08,19.2,False
w_360,2026-09-09,19.1,False
w_361,2026-09-10,20.3,True
w_362,2026-09-11,21.7,True
w_363,2026-09-12,16.4,False
w_364,2026-09-13,18.6,True
