"data_split";"date";"service_period";"menu_item_id";"menu_variant_id";"menu_item_name";"portion_size";"category";"day_of_week";"month";"season";"is_weekend";"is_public_holiday";"is_school_holiday";"special_occasion";"average_temperature_c";"maximum_temperature_c";"rain_probability_pct";"rainfall_mm";"weather_condition";"is_hot_day";"is_cold_day";"confirmed_reservation_covers";"event_count";"event_types";"total_event_attendance";"nearest_event_distance_km";"maximum_event_relevance_score";"promotion_active";"promotion_discount_pct";"lag_7_day_quantity";"rolling_28_day_average";"quantity_sold_target";"dine_in_quantity_actual";"takeaway_quantity_actual";"delivery_quantity_actual";"gross_sales_aud_actual";"net_sales_aud_actual";"is_synthetic"
"training";"2026-05-10";"Lunch";"MI-006";"MI-006-SMALL";"Poke Bowl - Small";"Small";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"118.3";"118.3";"true"
"training";"2026-05-10";"Lunch";"MI-006";"MI-006-LARGE";"Poke Bowl - Large";"Large";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"119.4";"119.4";"true"
"training";"2026-05-10";"Lunch";"MI-007";"MI-007-SMALL";"Wagyu Beef Bowl - Small";"Small";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"8";"4";"2";"2";"143.2";"143.2";"true"
"training";"2026-05-10";"Lunch";"MI-007";"MI-007-LARGE";"Wagyu Beef Bowl - Large";"Large";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"8";"4";"2";"2";"167.2";"167.2";"true"
"training";"2026-05-10";"Lunch";"MI-008";"MI-008-SMALL";"Karaage Chicken Bowl - Small";"Small";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"101.4";"101.4";"true"
"training";"2026-05-10";"Lunch";"MI-008";"MI-008-LARGE";"Karaage Chicken Bowl - Large";"Large";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"119.4";"119.4";"true"
"training";"2026-05-10";"Lunch";"MI-009";"MI-009-SMALL";"Power Meal - Small";"Small";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"8";"4";"2";"2";"151.2";"151.2";"true"
"training";"2026-05-10";"Lunch";"MI-009";"MI-009-LARGE";"Power Meal - Large";"Large";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"8";"4";"2";"2";"175.2";"175.2";"true"
"training";"2026-05-10";"Lunch";"MI-010";"MI-010-SMALL";"Salmon Yuzu Bowl - Small";"Small";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"125.3";"125.3";"true"
"training";"2026-05-10";"Lunch";"MI-010";"MI-010-LARGE";"Salmon Yuzu Bowl - Large";"Large";"Signature Nosh Bowls";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"125.4";"125.4";"true"
"training";"2026-05-10";"Lunch";"MI-011";"MI-011-STANDARD";"Karaage Bento";"Standard";"Protein Bento";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"18";"10";"4";"4";"250.2";"250.2";"true"
"training";"2026-05-10";"Lunch";"MI-012";"MI-012-STANDARD";"Salmon Aburi Bento";"Standard";"Protein Bento";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"16";"9";"3";"4";"238.4";"238.4";"true"
"training";"2026-05-10";"Lunch";"MI-013";"MI-013-STANDARD";"Tofu Bento";"Standard";"Protein Bento";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"14";"8";"3";"3";"180.6";"180.6";"true"
"training";"2026-05-10";"Lunch";"MI-014";"MI-014-SMALL";"Create Your Own - Sous-vide Chicken - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"111.3";"111.3";"true"
"training";"2026-05-10";"Lunch";"MI-014";"MI-014-LARGE";"Create Your Own - Sous-vide Chicken - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-10";"Lunch";"MI-015";"MI-015-SMALL";"Create Your Own - Seared Chicken - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"95.4";"95.4";"true"
"training";"2026-05-10";"Lunch";"MI-015";"MI-015-LARGE";"Create Your Own - Seared Chicken - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"113.4";"113.4";"true"
"training";"2026-05-10";"Lunch";"MI-016";"MI-016-SMALL";"Create Your Own - Pan-seared Tofu - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"111.3";"111.3";"true"
"training";"2026-05-10";"Lunch";"MI-016";"MI-016-LARGE";"Create Your Own - Pan-seared Tofu - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-10";"Lunch";"MI-017";"MI-017-SMALL";"Create Your Own - Crispy Eggplant - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"118.3";"118.3";"true"
"training";"2026-05-10";"Lunch";"MI-017";"MI-017-LARGE";"Create Your Own - Crispy Eggplant - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"139.3";"139.3";"true"
"training";"2026-05-10";"Lunch";"MI-018";"MI-018-SMALL";"Create Your Own - Miso Beet Falafel - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"118.3";"118.3";"true"
"training";"2026-05-10";"Lunch";"MI-018";"MI-018-LARGE";"Create Your Own - Miso Beet Falafel - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"119.4";"119.4";"true"
"training";"2026-05-10";"Lunch";"MI-019";"MI-019-SMALL";"Create Your Own - Tiger Prawns - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"118.3";"118.3";"true"
"training";"2026-05-10";"Lunch";"MI-019";"MI-019-LARGE";"Create Your Own - Tiger Prawns - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"119.4";"119.4";"true"
"training";"2026-05-10";"Lunch";"MI-020";"MI-020-SMALL";"Create Your Own - Karaage Chicken - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"125.3";"125.3";"true"
"training";"2026-05-10";"Lunch";"MI-020";"MI-020-LARGE";"Create Your Own - Karaage Chicken - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"125.4";"125.4";"true"
"training";"2026-05-10";"Lunch";"MI-021";"MI-021-SMALL";"Create Your Own - Sashimi Salmon - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"125.3";"125.3";"true"
"training";"2026-05-10";"Lunch";"MI-021";"MI-021-LARGE";"Create Your Own - Sashimi Salmon - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"125.4";"125.4";"true"
"training";"2026-05-10";"Lunch";"MI-022";"MI-022-SMALL";"Create Your Own - Sashimi Tuna - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"107.4";"107.4";"true"
"training";"2026-05-10";"Lunch";"MI-022";"MI-022-LARGE";"Create Your Own - Sashimi Tuna - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"125.4";"125.4";"true"
"training";"2026-05-10";"Lunch";"MI-023";"MI-023-SMALL";"Create Your Own - Flame-seared Salmon - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-10";"Lunch";"MI-023";"MI-023-LARGE";"Create Your Own - Flame-seared Salmon - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"153.3";"153.3";"true"
"training";"2026-05-10";"Lunch";"MI-024";"MI-024-SMALL";"Create Your Own - Flame-seared Wagyu - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-10";"Lunch";"MI-024";"MI-024-LARGE";"Create Your Own - Flame-seared Wagyu - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"6";"3";"1";"2";"131.4";"131.4";"true"
"training";"2026-05-10";"Lunch";"MI-025";"MI-025-SMALL";"Create Your Own - No Protein - Small";"Small";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"5";"3";"1";"1";"64.5";"64.5";"true"
"training";"2026-05-10";"Lunch";"MI-025";"MI-025-LARGE";"Create Your Own - No Protein - Large";"Large";"Create Your Own Bowl";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"4";"2";"1";"1";"63.6";"63.6";"true"
"training";"2026-05-10";"Lunch";"MI-026";"MI-026-STANDARD";"Miso Soup";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"30";"30";"true"
"training";"2026-05-10";"Lunch";"MI-027";"MI-027-STANDARD";"Raw Balls - Peanut Butter";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-10";"Lunch";"MI-028";"MI-028-STANDARD";"Raw Balls - Choc Brownie";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-10";"Lunch";"MI-029";"MI-029-STANDARD";"Raw Balls - Coconut Cacao";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-10";"Lunch";"MI-030";"MI-030-STANDARD";"Raw Balls - Hazelnut";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-10";"Lunch";"MI-031";"MI-031-STANDARD";"Raw Balls - Apricot Delight";"Standard";"Light Bites";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-10";"Lunch";"MI-032";"MI-032-STANDARD";"myDeal - $5 Crispy Chicken Bites";"Standard";"Promotions";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"3";"2";"0";"1";"15";"15";"true"
"training";"2026-05-10";"Lunch";"MI-033";"MI-033-STANDARD";"Coconut Water";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"13";"7";"3";"3";"54.6";"54.6";"true"
"training";"2026-05-10";"Lunch";"MI-034";"MI-034-STANDARD";"Cold Pressed Juice - Watermelon Lime";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"13";"7";"3";"3";"71.5";"71.5";"true"
"training";"2026-05-10";"Lunch";"MI-035";"MI-035-STANDARD";"Cold Pressed Juice - Classic OJ";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"11";"6";"2";"3";"60.5";"60.5";"true"
"training";"2026-05-10";"Lunch";"MI-036";"MI-036-STANDARD";"Cold Pressed Juice - Pineapple Mint";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"66";"66";"true"
"training";"2026-05-10";"Lunch";"MI-037";"MI-037-STANDARD";"Dash Sparkling Water - Lime";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"48";"48";"true"
"training";"2026-05-10";"Lunch";"MI-038";"MI-038-STANDARD";"Dash Sparkling Water - Raspberry";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"48";"48";"true"
"training";"2026-05-10";"Lunch";"MI-039";"MI-039-STANDARD";"Dash Sparkling Water - Peach";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"15";"8";"3";"4";"60";"60";"true"
"training";"2026-05-10";"Lunch";"MI-040";"MI-040-STANDARD";"Kombucha - Ginger Lemon";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"66";"66";"true"
"training";"2026-05-10";"Lunch";"MI-041";"MI-041-STANDARD";"Kombucha - Lemon Lime Mint";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"14";"8";"3";"3";"77";"77";"true"
"training";"2026-05-10";"Lunch";"MI-042";"MI-042-STANDARD";"Kombucha - Peach";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"11";"6";"2";"3";"60.5";"60.5";"true"
"training";"2026-05-10";"Lunch";"MI-043";"MI-043-STANDARD";"Kombucha - Raspberry Lemonade";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"13";"7";"3";"3";"71.5";"71.5";"true"
"training";"2026-05-10";"Lunch";"MI-044";"MI-044-STANDARD";"Sodaly - Passionfruit";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"14";"8";"3";"3";"68.6";"68.6";"true"
"training";"2026-05-10";"Lunch";"MI-045";"MI-045-STANDARD";"Sodaly - Guava";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"58.8";"58.8";"true"
"training";"2026-05-10";"Lunch";"MI-046";"MI-046-STANDARD";"Sodaly - Raspberry";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"13";"7";"3";"3";"63.7";"63.7";"true"
"training";"2026-05-10";"Lunch";"MI-047";"MI-047-STANDARD";"Sparkling Water";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"22";"12";"5";"5";"77";"77";"true"
"training";"2026-05-10";"Lunch";"MI-048";"MI-048-STANDARD";"Specialty Soda - Gingerella";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"58.8";"58.8";"true"
"training";"2026-05-10";"Lunch";"MI-049";"MI-049-STANDARD";"Specialty Soda - Karma Cola";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"14";"8";"3";"3";"68.6";"68.6";"true"
"training";"2026-05-10";"Lunch";"MI-050";"MI-050-STANDARD";"Specialty Soda - Lemmy";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"58.8";"58.8";"true"
"training";"2026-05-10";"Lunch";"MI-051";"MI-051-STANDARD";"Still Water";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"26";"14";"6";"6";"78";"78";"true"
"training";"2026-05-10";"Lunch";"MI-052";"MI-052-STANDARD";"Yuzu Ginger Cha";"Standard";"Drinks";"Sunday";"May";"Autumn";"true";"false";"false";"Mothers Day";"17.1";"24.1";"62";"0";"Cloudy";"false";"false";"42";"0";"None";"0";"";"0";"false";"0";"";"";"12";"7";"2";"3";"54";"54";"true"
