forecast_id;forecast_generated_date;forecast_date;forecast_horizon_days;service_period;menu_item_id;menu_variant_id;menu_item_name;portion_size;category;baseline_portions;predicted_portions;lower_bound_portions;upper_bound_portions;forecast_confidence_pct;confirmed_reservation_covers;weather_condition;special_occasion;event_types;key_demand_drivers;predicted_revenue_aud;model_version;is_synthetic
FC-71780f5e-1901-4b4f-b13f-5cf29ccf5bc5;2026-08-02;2026-08-05;3;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;9.25;8.956842029198057;;10.21091618753875;;36;;;;;160.33;misecast-demand-p50p90-v1;True
FC-618d91a0-ca4a-4f7c-8b9d-2271d2837f48;2026-08-02;2026-08-06;4;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;9.5;9.102327327403703;;10.194183028030972;;50;;;;;162.93;misecast-demand-p50p90-v1;True
FC-29670f65-5671-43a7-bc84-584f582055f0;2026-08-02;2026-08-07;5;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;9.25;9.107872867912807;;10.166532299051646;;62;;;;;163.03;misecast-demand-p50p90-v1;True
FC-619e055c-0697-4266-85c8-5db56b002dd7;2026-08-02;2026-08-08;6;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;10.5;10.54397823079537;;12.151752529851363;;83;;;;;188.74;misecast-demand-p50p90-v1;True
FC-10aa702f-b969-4509-a055-8be56c2cfbbb;2026-08-02;2026-08-09;7;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;10.0;9.985350901387442;;11.377483872305588;;47;;;;;178.74;misecast-demand-p50p90-v1;True
FC-b576e047-b373-4b3b-8b63-0f4273e0fe0d;2026-08-02;2026-08-10;8;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;8.75;8.964937768190083;;10.081232437794709;;35;;;;;160.47;misecast-demand-p50p90-v1;True
FC-6a96503a-9f19-47de-98d4-94c52ec0d6f4;2026-08-02;2026-08-11;9;Dinner;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;9.25;9.0727555660924;;10.209766237462473;;47;;;;;162.4;misecast-demand-p50p90-v1;True
FC-e88cd132-db3f-499d-bcf9-04fb051888b2;2026-08-02;2026-08-02;0;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;7.5;6.980713522173675;;7.969073582272628;;32;;;;;124.95;misecast-demand-p50p90-v1;True
FC-045b54ad-9645-4297-b2ed-cd6837fbd9f1;2026-08-02;2026-08-03;1;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.363555422912452;;6.903048240758134;;22;;;;;113.91;misecast-demand-p50p90-v1;True
FC-6d51e6b7-bfa8-4e07-b082-76f4030d6d83;2026-08-02;2026-08-04;2;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.449148479506881;;6.924165571350107;;29;;;;;115.44;misecast-demand-p50p90-v1;True
FC-5f94c114-edc5-4c38-be99-a549e56457e8;2026-08-02;2026-08-05;3;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.332363569406677;;6.9518464011910135;;22;;;;;113.35;misecast-demand-p50p90-v1;True
FC-e8850b99-f362-484d-9ba6-3594efca7536;2026-08-02;2026-08-06;4;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.75;6.500125346766166;;7.1149023756339576;;36;;;;;116.35;misecast-demand-p50p90-v1;True
FC-061136f4-11f2-49ec-8a5f-dd5ac3ad8213;2026-08-02;2026-08-07;5;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.475797954396219;;6.945108479166417;;37;;;;;115.92;misecast-demand-p50p90-v1;True
FC-ddef8489-a3f3-4c1b-95ef-9a06c3c75081;2026-08-02;2026-08-08;6;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;7.5;7.079533961048279;;7.97101378402751;;39;;;;;126.72;misecast-demand-p50p90-v1;True
FC-2cf8f811-097f-4e67-ba9b-c230d1aec96c;2026-08-02;2026-08-09;7;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;7.5;7.03670475049687;;7.997238667406247;;30;;;;;125.96;misecast-demand-p50p90-v1;True
FC-19ebc7d4-a7e4-4096-a882-2cf2ab562a12;2026-08-02;2026-08-10;8;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.4161650889241475;;6.930152390829427;;24;;;;;114.85;misecast-demand-p50p90-v1;True
FC-fb1cdf50-e4d7-472a-bd7a-97d430936348;2026-08-02;2026-08-11;9;Lunch;MI-001;MI-001-LARGE;Chicken Teriyaki Bowl;Large;Signature Bowls;6.25;6.45812898459466;;6.932448257862431;;26;;;;;115.6;misecast-demand-p50p90-v1;True
FC-a622fe3d-e09c-42b7-a447-371336be2662;2026-08-02;2026-08-02;0;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;9.75;9.891988337147032;;11.05257969899917;;60;;;;;147.39;misecast-demand-p50p90-v1;True
FC-2b918940-f15a-409b-94f5-f06566962b41;2026-08-02;2026-08-03;1;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.5;8.111908842288678;;9.789943799742092;;38;;;;;120.87;misecast-demand-p50p90-v1;True
FC-a64600b4-3ea9-4854-905b-c91555a1803e;2026-08-02;2026-08-04;2;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.75;8.040746890654905;;9.999800799523964;;41;;;;;119.81;misecast-demand-p50p90-v1;True
FC-6c4443fe-2c1e-4e9c-af07-53028be11907;2026-08-02;2026-08-05;3;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.5;8.177170919851628;;9.816471914921904;;36;;;;;121.84;misecast-demand-p50p90-v1;True
FC-e441882c-fd48-40fc-bb57-24eb97172611;2026-08-02;2026-08-06;4;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.5;8.19532466722796;;9.80179969682218;;50;;;;;122.11;misecast-demand-p50p90-v1;True
FC-af3c45c9-ebd6-4f78-bcb5-d15f27e105a9;2026-08-02;2026-08-07;5;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;9.5;8.560103919962717;;10.376486137285301;;62;;;;;127.55;misecast-demand-p50p90-v1;True
FC-ea043b6e-05b1-450d-9deb-cc38b9afdd0e;2026-08-02;2026-08-08;6;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;10.0;10.494442970620925;;11.351987264122798;;83;;;;;156.37;misecast-demand-p50p90-v1;True
FC-b560c0c8-7d78-4cac-b853-fd43a00cad46;2026-08-02;2026-08-09;7;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;9.75;9.855413710709957;;10.978587317573458;;47;;;;;146.85;misecast-demand-p50p90-v1;True
FC-f589b5c1-b9f4-4791-ae2e-6b0156c654f7;2026-08-02;2026-08-10;8;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.5;8.20934515488241;;9.813336596362047;;35;;;;;122.32;misecast-demand-p50p90-v1;True
FC-66105a8d-a622-4c81-a729-cace0cc93739;2026-08-02;2026-08-11;9;Dinner;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;8.75;8.343179244352273;;10.05422231982912;;47;;;;;124.31;misecast-demand-p50p90-v1;True
FC-33b2bf5e-d537-42ac-9c69-18545a0f9505;2026-08-02;2026-08-02;0;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;6.232378484679253;;7.032982941406782;;32;;;;;92.86;misecast-demand-p50p90-v1;True
FC-b0315fe5-8651-4482-899c-84a6fbaa323c;2026-08-02;2026-08-03;1;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;5.968714918395047;;6.9094843191393;;22;;;;;88.93;misecast-demand-p50p90-v1;True
FC-e92a8c90-9272-4959-8d8c-612b9c66f9e9;2026-08-02;2026-08-04;2;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;5.9546720083510944;;6.9445348037475;;29;;;;;88.72;misecast-demand-p50p90-v1;True
FC-0a133ab5-227b-4660-9a80-1f9408ce1f07;2026-08-02;2026-08-05;3;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;5.75;5.993514430977624;;6.921177297915278;;22;;;;;89.3;misecast-demand-p50p90-v1;True
FC-8197d61d-ae98-4d51-a317-827879097139;2026-08-02;2026-08-06;4;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;5.75;6.006706544812112;;6.919820559946589;;36;;;;;89.5;misecast-demand-p50p90-v1;True
FC-a1d17d81-526f-4d08-b14c-8b11a71adaaa;2026-08-02;2026-08-07;5;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.0;5.983857569048219;;6.96727120951089;;37;;;;;89.16;misecast-demand-p50p90-v1;True
FC-34db9b36-5c55-4879-bba1-4c085f1bb194;2026-08-02;2026-08-08;6;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;7.0;6.931400192132611;;7.4851824160996365;;39;;;;;103.28;misecast-demand-p50p90-v1;True
FC-d79a72f0-d476-4c29-a224-009f9af283ca;2026-08-02;2026-08-09;7;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;6.22542422520464;;7.017165994715197;;30;;;;;92.76;misecast-demand-p50p90-v1;True
FC-051adb7c-627d-491a-a5c3-6cf22e599c75;2026-08-02;2026-08-10;8;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;5.9998500712485185;;6.94398679181275;;24;;;;;89.4;misecast-demand-p50p90-v1;True
FC-e319b6b9-c0bf-444f-97ab-4bc22e0fab1f;2026-08-02;2026-08-11;9;Lunch;MI-002;MI-002-SMALL;Tofu Teriyaki Bowl;Small;Signature Bowls;6.25;5.977773778819222;;6.935917480124159;;26;;;;;89.07;misecast-demand-p50p90-v1;True
FC-50436555-d1aa-4633-bff2-aba7d55cb118;2026-08-02;2026-08-02;0;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.5;10.10452307703406;;10.835545749646654;;60;;;;;180.87;misecast-demand-p50p90-v1;True
FC-afcab0d3-9d01-46ba-8450-877ffc79725a;2026-08-02;2026-08-03;1;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;8.75;8.228029072050612;;9.850445011828784;;38;;;;;147.28;misecast-demand-p50p90-v1;True
FC-c6b05c03-9b39-4a31-bc78-b8b8332e9bc9;2026-08-02;2026-08-04;2;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.0;8.220094784938228;;10.122675778936165;;41;;;;;147.14;misecast-demand-p50p90-v1;True
FC-d6695de9-9254-4a3c-9fcd-51b0407a786c;2026-08-02;2026-08-05;3;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.0;8.402550558820165;;10.167013053425189;;36;;;;;150.41;misecast-demand-p50p90-v1;True
FC-94a2ee50-bf7a-443c-b8fb-7ab4798397ea;2026-08-02;2026-08-06;4;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;8.75;8.34558611543648;;9.890450528830309;;50;;;;;149.39;misecast-demand-p50p90-v1;True
FC-ac9f864d-02d2-4553-9701-a2dd6ab23d25;2026-08-02;2026-08-07;5;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.25;8.595141536802421;;10.337616514616021;;62;;;;;153.85;misecast-demand-p50p90-v1;True
FC-1cc487ed-7a5d-414d-ba6c-38aec4e56f17;2026-08-02;2026-08-08;6;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;10.5;11.232279304912357;;11.884685394369653;;83;;;;;201.06;misecast-demand-p50p90-v1;True
FC-1917e485-6475-4dd8-a796-611f26c91a31;2026-08-02;2026-08-09;7;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.5;10.147642244010557;;10.779303758358362;;47;;;;;181.64;misecast-demand-p50p90-v1;True
FC-3ed8d893-b41a-42e5-97d5-b622d4cb4f4e;2026-08-02;2026-08-10;8;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;8.75;8.627418948279395;;9.91388828425529;;35;;;;;154.43;misecast-demand-p50p90-v1;True
FC-8eb4a8c8-e1b5-42c4-9079-a41cbc38de70;2026-08-02;2026-08-11;9;Dinner;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;9.0;8.580250423174636;;10.186418765881028;;47;;;;;153.59;misecast-demand-p50p90-v1;True
FC-96d6ff7a-2c29-4d24-871e-9d83dd890581;2026-08-02;2026-08-02;0;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.0;6.160455762993293;;7.060785317595131;;32;;;;;110.27;misecast-demand-p50p90-v1;True
FC-0a35f4b9-9008-493e-945d-d01b6c2ddffb;2026-08-02;2026-08-03;1;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.25;5.910074942638677;;6.948625386916475;;22;;;;;105.79;misecast-demand-p50p90-v1;True
FC-b1e534cc-c331-4aaa-9544-9d2ab8400b8b;2026-08-02;2026-08-04;2;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.25;5.958264782939642;;6.930791081860578;;29;;;;;106.65;misecast-demand-p50p90-v1;True
FC-4855365e-8e81-4df3-bd1b-81fdbc7ae832;2026-08-02;2026-08-05;3;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;5.25;5.952735462934135;;6.941196284890947;;22;;;;;106.55;misecast-demand-p50p90-v1;True
FC-cf5767c7-487d-42ed-8187-b100011661e5;2026-08-02;2026-08-06;4;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;5.5;5.99279267310134;;6.916190560066123;;36;;;;;107.27;misecast-demand-p50p90-v1;True
FC-932e517b-b96c-403c-9fd3-be6af6790c07;2026-08-02;2026-08-07;5;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;5.5;6.008048693316497;;6.935123865705297;;37;;;;;107.54;misecast-demand-p50p90-v1;True
FC-5fbfa305-e2e5-4125-9c35-80f0f964e0db;2026-08-02;2026-08-08;6;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;7.25;6.959329574978318;;7.575169780900873;;39;;;;;124.57;misecast-demand-p50p90-v1;True
FC-2fe11b33-879b-49fc-a555-15751bedf308;2026-08-02;2026-08-09;7;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.0;6.163024276484145;;7.037929910136888;;30;;;;;110.32;misecast-demand-p50p90-v1;True
FC-a389268f-02a3-46de-8bf8-bd1d4eedd7bf;2026-08-02;2026-08-10;8;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.25;5.95670377453424;;6.9339507386290125;;24;;;;;106.62;misecast-demand-p50p90-v1;True
FC-1c5d4508-9970-4d81-ba80-b65c5c653baf;2026-08-02;2026-08-11;9;Lunch;MI-002;MI-002-LARGE;Tofu Teriyaki Bowl;Large;Signature Bowls;6.25;5.964993396419526;;6.931428811465201;;26;;;;;106.77;misecast-demand-p50p90-v1;True
FC-98acb002-d8e2-4e18-9860-943cba55eca1;2026-08-02;2026-08-02;0;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;10.75;10.364325941982472;;11.648053514929257;;60;;;;;164.79;misecast-demand-p50p90-v1;True
FC-ab143fc8-bfb7-4484-a7dd-a5bc1ff2f9a4;2026-08-02;2026-08-03;1;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;8.75;8.93156319999208;;9.851956087053674;;38;;;;;142.01;misecast-demand-p50p90-v1;True
FC-03957b75-0493-4bc1-9d3d-69551df4441f;2026-08-02;2026-08-04;2;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;8.5;9.064602085881846;;9.511161518696643;;41;;;;;144.13;misecast-demand-p50p90-v1;True
FC-ef7edcd4-c241-4957-b734-45fd9134c1a0;2026-08-02;2026-08-05;3;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;9.25;9.059423825157062;;10.157386526475895;;36;;;;;144.04;misecast-demand-p50p90-v1;True
FC-fbf99489-ae7a-4a56-ab53-fce09967d0c9;2026-08-02;2026-08-06;4;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;9.5;8.960816363346666;;10.148594720923496;;50;;;;;142.48;misecast-demand-p50p90-v1;True
FC-8e1c91eb-b24c-4825-8b35-54dc8484faa1;2026-08-02;2026-08-07;5;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;8.75;8.97289541551939;;9.927810241809087;;62;;;;;142.67;misecast-demand-p50p90-v1;True
FC-a08191d9-e893-47f7-9fe6-5c0574fe04f4;2026-08-02;2026-08-08;6;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;10.5;10.884966342138384;;11.770710470796246;;83;;;;;173.07;misecast-demand-p50p90-v1;True
FC-f29da87f-30a5-40a9-a36c-f8b0911aa195;2026-08-02;2026-08-09;7;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;10.75;10.522093521060652;;11.622946216230545;;47;;;;;167.3;misecast-demand-p50p90-v1;True
FC-aea9fa53-2efa-47f1-b67d-013820a7f35c;2026-08-02;2026-08-10;8;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;8.75;8.902965201438045;;9.842734355526746;;35;;;;;141.56;misecast-demand-p50p90-v1;True
FC-fe54ec5c-a208-455b-9d4b-22ef32cbfbc7;2026-08-02;2026-08-11;9;Dinner;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;8.5;9.036685378506082;;9.54342124936839;;47;;;;;143.68;misecast-demand-p50p90-v1;True
FC-af9cf3c6-eaaf-4bb7-8b1a-8f64e151cc5d;2026-08-02;2026-08-02;0;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;7.5;6.923704562250272;;7.71574850391414;;32;;;;;110.09;misecast-demand-p50p90-v1;True
FC-82b3954e-6c31-46d8-b320-3c23930609bf;2026-08-02;2026-08-03;1;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;6.25;6.585195456346417;;6.986768220953589;;22;;;;;104.7;misecast-demand-p50p90-v1;True
FC-8d9f0f0a-cb5e-4e30-9cb1-88214eae8cb9;2026-08-02;2026-08-04;2;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;6.5;6.406718769774196;;6.9628009909621795;;29;;;;;101.87;misecast-demand-p50p90-v1;True
FC-61b8fab4-24ce-4311-9983-5d27075117fa;2026-08-02;2026-08-05;3;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;7.0;6.6787631969303884;;7.472627939874715;;22;;;;;106.19;misecast-demand-p50p90-v1;True
FC-eb20b41e-36a6-4bd0-9d6c-a5795ca1ab6e;2026-08-02;2026-08-06;4;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;6.25;6.391339734814525;;6.971292841651892;;36;;;;;101.62;misecast-demand-p50p90-v1;True
FC-23433565-9668-47a3-8551-e081cfc8268c;2026-08-02;2026-08-07;5;Lunch;MI-003;MI-003-SMALL;Miso Eggplant Bowl;Small;Signature Bowls;6.75;6.318878271777553;;7.094089079671489;;37;;;;;100.47;misecast-demand-p50p90-v1;True
