order_recommendation_id;recommendation_date;ingredient_id;ingredient_name;unit;order_required;forecast_demand_quantity;usable_current_inventory_quantity;safety_stock_quantity;raw_order_requirement_quantity;recommended_order_packs;pack_size;recommended_order_quantity;projected_end_stock_after_order;supplier_id;supplier_name;unit_cost_aud;line_subtotal_aud;supplier_delivery_fee_aud;estimated_total_supplier_order_aud;order_cutoff_time;expected_delivery_date;order_urgency;recommendation_reason;is_synthetic
OR-01adf098-bade-49a6-93a2-cb2b3aa61b58;2026-08-03;DRNK-008;Kombucha - Ginger Lemon 330ml;ea;True;247.69848668409878;124.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.52;291.84;0.0;291.84;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-459179b8-3726-4c28-af52-c00169d4f6a3;2026-08-03;DRNK-009;Kombucha - Lemon Lime Mint 330ml;ea;True;245.69315871600972;123.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.584;304.16;0.0;304.16;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-ef046092-beea-469a-895f-ab31e5af0e59;2026-08-03;DRNK-010;Kombucha - Peach 330ml;ea;True;247.68756223174216;125.0;38.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.472;282.64;0.0;282.64;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-e51c8ef8-f714-4df9-a80e-85f727b70012;2026-08-03;DRNK-011;Kombucha - Raspberry Lemonade 330ml;ea;True;246.78762917720556;124.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.68;322.56;0.0;322.56;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-fd2e7b12-8619-43f0-b95d-86a7631c5d10;2026-08-03;DRNK-012;Sodaly - Passionfruit 330ml;ea;True;242.17133182516585;126.0;38.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.616;310.24;0.0;310.24;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-c5ed2bfd-0e00-4ecb-bcc7-80c56e9a9c36;2026-08-03;DRNK-013;Sodaly - Guava 330ml;ea;True;244.73863475624051;125.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.552;298.0;0.0;298.0;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-d72c30c0-5b59-4ced-82a8-4647766b1332;2026-08-03;DRNK-014;Sodaly - Raspberry 330ml;ea;True;252.23944072216423;127.0;38.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.488;285.68;0.0;285.68;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-7b093e20-ba27-4e0d-9d50-e446e83ecf51;2026-08-03;DRNK-015;Sparkling water 500ml;ea;True;374.1086567774918;190.0;57.0;264.0;11;24.0;264.0;264.0;SUP-DRINK;Beverage Hub;1.696;447.7;0.0;447.7;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-5f77e961-8936-4358-b6e3-39055809fb90;2026-08-03;DRNK-016;Specialty soda - Gingerella 330ml;ea;True;245.77117173516325;123.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.632;313.36;0.0;313.36;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-d3e5f3f9-5c7e-4755-b262-94521e6d6807;2026-08-03;DRNK-017;Specialty soda - Karma Cola 330ml;ea;True;245.16582793192666;125.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.568;301.04;0.0;301.04;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-209384ee-90ec-4276-badb-e52b88e9483d;2026-08-03;DRNK-018;Specialty soda - Lemmy 330ml;ea;True;248.29718026637084;123.0;37.0;192.0;8;24.0;192.0;192.0;SUP-DRINK;Beverage Hub;1.504;288.8;0.0;288.8;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-fa249ae1-ce4a-4dec-b25d-7cde6e198ab5;2026-08-03;DRNK-019;Still water 600ml;ea;True;426.87633446093656;226.0;68.0;312.0;13;24.0;312.0;312.0;SUP-DRINK;Beverage Hub;1.712;534.17;0.0;534.17;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-03; ordering now covers roughly the next 7 days.";True
OR-032eac1d-b611-44a4-8f39-0408229cda80;2026-08-04;GARN-001;Edamame;cup;True;851.167836209212;429.032;128.71;600.0;75;8.0;600.0;600.0;SUP-PRODUCE;Fresh Produce Direct;1.485;891.0;0.0;891.0;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-dd1252d0-fe13-45bb-8f8c-7e70201d5b23;2026-08-04;GARN-002;Pickled ginger;g;True;29899.1220372802;15080.0;4524.0;21000.0;21;1000.0;21000.0;21000.0;SUP-PRODUCE;Fresh Produce Direct;0.01045;219.45;20.0;239.45;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-4d82df64-2626-46b8-919c-911f3ec74301;2026-08-04;GARN-006;63-degree egg;ea;True;385.457658372239;193.0;58.0;276.0;23;12.0;276.0;276.0;SUP-PRODUCE;Fresh Produce Direct;0.611;168.59;20.0;188.59;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-2979bf53-3a40-48d6-b16e-d5d13e1e366d;2026-08-04;GARN-007;Half-boiled egg;ea;True;667.4164244126415;339.0;102.0;468.0;39;12.0;468.0;468.0;SUP-PRODUCE;Fresh Produce Direct;0.6955;325.65;0.0;325.65;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-a1ff2572-3bb1-4ee5-bba0-12797fcaeae9;2026-08-04;GARN-008;Tamagoyaki;ea;True;715.6600402945274;364.0;109.0;504.0;42;12.0;504.0;504.0;SUP-PRODUCE;Fresh Produce Direct;0.84;423.36;0.0;423.36;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-ce302c00-0b05-4ea2-8c56-3070c3e7294d;2026-08-04;GARN-009;Lemon wedge;ea;True;694.1901280152712;353.0;106.0;492.0;41;12.0;492.0;492.0;SUP-PRODUCE;Fresh Produce Direct;0.808;397.7;0.0;397.7;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-d7b0fd51-b077-4d11-94f3-5b515763061a;2026-08-04;GARN-010;Avocado;g;True;40320.79248912612;19905.0;5971.0;29000.0;29;1000.0;29000.0;29000.0;SUP-PRODUCE;Fresh Produce Direct;0.01177;341.33;0.0;341.33;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-3a71cb61-da04-4338-8fd6-83bcefdef91b;2026-08-04;GARN-011;Pineapple;g;True;13965.630821905235;7004.0;2101.0;10000.0;10;1000.0;10000.0;10000.0;SUP-PRODUCE;Fresh Produce Direct;0.01034;103.4;20.0;123.4;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-eb0b617b-cd44-4a63-815e-3c7568cde101;2026-08-04;GARN-012;Cucumber slice;slice;True;2000.602987343736;1012.0;303.0;1450.0;29;50.0;1450.0;1450.0;SUP-PRODUCE;Fresh Produce Direct;0.098;142.1;20.0;162.1;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-89ccf870-5bdf-4c21-a1ec-3294fa09c732;2026-08-04;LEAF-001;Mixed leaf salad;g;True;290174.3040741504;146029.0;43809.0;204000.0;204;1000.0;204000.0;204000.0;SUP-PRODUCE;Fresh Produce Direct;0.01224;2496.96;0.0;2496.96;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-658d2d12-f255-4b5d-900c-392e35db1c0a;2026-08-04;LEAF-002;Baby spinach;g;True;11462.946857773246;5779.0;1734.0;9000.0;9;1000.0;9000.0;9000.0;SUP-PRODUCE;Fresh Produce Direct;0.01176;105.84;20.0;125.84;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-ae9501ce-dd94-4e38-a841-75a64ed42e9d;2026-08-04;LEAF-003;Kale;g;True;11705.572197025336;5931.0;1779.0;9000.0;9;1000.0;9000.0;9000.0;SUP-PRODUCE;Fresh Produce Direct;0.01128;101.52;20.0;121.52;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-18c7f51c-e1ee-4de9-975f-e82a5543eaf9;2026-08-04;LEAF-004;Classic slaw;g;True;45013.570541236775;22762.0;6829.0;32000.0;32;1000.0;32000.0;32000.0;SUP-PRODUCE;Fresh Produce Direct;0.01284;410.88;0.0;410.88;14:00:00;2026-08-05;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-2f4d81d8-235a-4f8d-95f2-bfe6131591a8;2026-08-04;MISC-001;Miso paste (pre-packaged);pack;True;198.08261651960862;101.0;30.0;144.0;6;24.0;144.0;144.0;SUP-SAUCE;Kitchen Essentials;0.423;60.9;17.0;77.9;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-29b5daef-c6ed-4378-a3a9-809e5b2c0ad0;2026-08-04;MISC-003;Fresh ginger;matchsticks;True;795.4265788451256;408.0;123.0;600.0;6;100.0;600.0;600.0;SUP-SAUCE;Kitchen Essentials;0.0309;18.54;17.0;35.54;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-e4656081-a6df-494a-90ec-9c2147b52316;2026-08-04;MISC-004;Yuzu jam;g;True;11498.512666337188;5904.0;1771.0;9000.0;9;1000.0;9000.0;9000.0;SUP-SAUCE;Kitchen Essentials;0.00679;61.11;17.0;78.11;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-11774387-6e7b-4fcc-9d6a-462100ac4fec;2026-08-04;PROT-001;Seared chicken;g;True;61476.68632746445;31330.0;9399.0;44000.0;22;2000.0;44000.0;44000.0;SUP-PROTEIN;Metro Protein Supply;0.01664;732.16;0.0;732.16;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-e06a9474-27ab-4809-928d-b38b69da3690;2026-08-04;PROT-002;Sous-vide chicken;g;True;34071.63089435852;17332.0;5200.0;24000.0;12;2000.0;24000.0;24000.0;SUP-PROTEIN;Metro Protein Supply;0.01728;414.72;0.0;414.72;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-449ddafc-2754-4de0-b1c4-5c388312270e;2026-08-11;PROT-003;Karaage chicken;g;True;156916.41564748387;189445.0;23681.0;110000.0;55;2000.0;110000.0;142528.58435251616;SUP-PROTEIN;Metro Protein Supply;0.0152;1672.0;0.0;1672.0;14:00:00;2026-08-13;Upcoming;"Projected to cross the reorder point on 2026-08-11; ordering now covers roughly the next 7 days.";True
OR-48b0cded-d2f6-4ffe-9dcb-988da7cdf8a0;2026-08-04;PROT-004;Flame-seared wagyu;g;True;49301.12651643219;24655.0;7396.0;36000.0;18;2000.0;36000.0;36000.0;SUP-PROTEIN;Metro Protein Supply;0.0606;2181.6;0.0;2181.6;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-8ad72208-a945-4f63-be68-7a0d9e347af5;2026-08-04;PROT-005;Aburi salmon;g;True;110257.82412374632;55785.0;16735.0;78000.0;39;2000.0;78000.0;78000.0;SUP-OCEAN;OceanFresh Seafood;0.03675;2866.5;0.0;2866.5;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-7bec91a3-9b5a-4c33-926a-9400700eb053;2026-08-04;PROT-006;Sashimi salmon;g;True;70044.7711341262;35053.0;10516.0;50000.0;25;2000.0;50000.0;50000.0;SUP-OCEAN;OceanFresh Seafood;0.0322;1610.0;0.0;1610.0;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-46a619a3-9229-4d63-af25-6ffccf3a2282;2026-08-04;PROT-007;Sashimi tuna;g;True;54521.051396141025;27583.0;8275.0;40000.0;20;2000.0;40000.0;40000.0;SUP-OCEAN;OceanFresh Seafood;0.03648;1459.2;0.0;1459.2;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-e1d396d5-ebc7-4503-b397-eb81db075b18;2026-08-11;PROT-008;Tiger prawns;g;True;27833.289545484055;33148.0;4143.0;20000.0;10;2000.0;20000.0;25314.710454515945;SUP-OCEAN;OceanFresh Seafood;0.03264;652.8;0.0;652.8;14:00:00;2026-08-13;Upcoming;"Projected to cross the reorder point on 2026-08-11; ordering now covers roughly the next 7 days.";True
OR-035c5795-d34d-482c-b8c2-b8840b2256a9;2026-08-04;PROT-009;Pan-seared tofu;g;True;92994.34901320504;46825.0;14048.0;66000.0;33;2000.0;66000.0;66000.0;SUP-PROTEIN;Metro Protein Supply;0.00954;629.64;0.0;629.64;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-8cf8bc9f-4ad6-42d4-91e6-7fb91d00545d;2026-08-11;PROT-010;Miso beet falafel;ea;True;3840.743764817263;4668.0;584.0;2700.0;225;12.0;2700.0;3527.2562351827373;SUP-PROTEIN;Metro Protein Supply;0.792;2137.5;0.0;2137.5;14:00:00;2026-08-13;Upcoming;"Projected to cross the reorder point on 2026-08-11; ordering now covers roughly the next 7 days.";True
OR-884156ee-934e-406e-a6ed-29e4000e9985;2026-08-11;PROT-011;Crispy eggplant;g;True;87321.8473217297;104592.0;13074.0;62000.0;31;2000.0;62000.0;79270.1526782703;SUP-PROTEIN;Metro Protein Supply;0.00855;530.1;0.0;530.1;14:00:00;2026-08-13;Upcoming;"Projected to cross the reorder point on 2026-08-11; ordering now covers roughly the next 7 days.";True
OR-0cf627d5-b9c9-4d97-98c3-3fae53669e54;2026-08-04;SAUC-001;Teriyaki sauce;g;True;45630.691229454016;22966.0;6890.0;32000.0;32;1000.0;32000.0;32000.0;SUP-SAUCE;Kitchen Essentials;0.0102;326.4;0.0;326.4;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-cea35e96-6188-4076-b4a6-ac4d08aa93e1;2026-08-04;SAUC-002;Japanese mayo;g;True;3306.191356889965;1668.0;500.0;3000.0;3;1000.0;3000.0;3000.0;SUP-SAUCE;Kitchen Essentials;0.0098;29.4;17.0;46.4;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-45eeeb3c-fe4e-475f-af3b-ed891c912ea3;2026-08-04;SAUC-003;Spicy mayo;g;True;16698.717030895485;8380.0;2514.0;12000.0;12;1000.0;12000.0;12000.0;SUP-SAUCE;Kitchen Essentials;0.0094;112.8;17.0;129.8;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-2f6d635c-a60c-474d-a25d-d8ade3c7f504;2026-08-04;SAUC-004;Sweet miso sauce;g;True;17970.57745100863;9089.0;2727.0;13000.0;13;1000.0;13000.0;13000.0;SUP-SAUCE;Kitchen Essentials;0.0107;139.1;17.0;156.1;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-b9df17fa-f26e-4cdb-8816-6fbbad215cf5;2026-08-04;SAUC-005;Shoyu;g;True;12404.258846243389;6198.0;1860.0;9000.0;9;1000.0;9000.0;9000.0;SUP-SAUCE;Kitchen Essentials;0.0103;92.7;17.0;109.7;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-a1acdf85-c37a-4ef3-8d99-5f938e41eb08;2026-08-04;SAUC-006;Creamy roasted sesame;g;True;33986.34751519174;17205.0;5161.0;24000.0;24;1000.0;24000.0;24000.0;SUP-SAUCE;Kitchen Essentials;0.0099;237.6;17.0;254.6;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-1efc70e8-6ace-45ce-95c2-3a08cf25139d;2026-08-04;SAUC-007;Yuzu kosho mayo;g;True;35020.96503917673;17784.0;5335.0;25000.0;25;1000.0;25000.0;25000.0;SUP-SAUCE;Kitchen Essentials;0.0095;237.5;17.0;254.5;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-e41af39d-14f5-4554-88e2-f09122d7b3fc;2026-08-04;SAUC-008;Bao sauce;g;True;11410.76273652903;5735.0;1720.0;8000.0;8;1000.0;8000.0;8000.0;SUP-SAUCE;Kitchen Essentials;0.0104;83.2;17.0;100.2;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-80b1401b-ef46-4abf-8171-efa8accf82c8;2026-08-04;SAUC-009;Warm cashew satay;g;True;9780.653819345045;4915.0;1475.0;7000.0;7;1000.0;7000.0;7000.0;SUP-SAUCE;Kitchen Essentials;0.01;70.0;17.0;87.0;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
OR-a07987ba-8b4a-40d6-b4d2-8cb6e0e4b96b;2026-08-04;SAUC-010;Assorted sauce;g;True;129715.93584210107;64951.0;19485.0;91000.0;91;1000.0;91000.0;91000.0;SUP-SAUCE;Kitchen Essentials;0.0093;846.3;0.0;846.3;14:00:00;2026-08-06;Urgent;"Projected to cross the reorder point on 2026-08-04; ordering now covers roughly the next 7 days.";True
