"_id";"date";"avg_temp";"rain"
"WEA-00143";"2024-05-22";"9.2";"false"
"WEA-00144";"2024-05-23";"8.0";"true"
"WEA-00145";"2024-05-24";"16.8";"true"
"WEA-00146";"2024-05-25";"12.3";"false"
"WEA-00147";"2024-05-26";"14.7";"false"
"WEA-00148";"2024-05-27";"11.6";"true"
"WEA-00149";"2024-05-28";"10.0";"false"
"WEA-00150";"2024-05-29";"9.1";"true"
"WEA-00151";"2024-05-30";"8.9";"true"
"WEA-00152";"2024-05-31";"14.2";"true"
"WEA-00153";"2024-06-01";"7.7";"false"
"WEA-00154";"2024-06-02";"7.5";"true"
"WEA-00155";"2024-06-03";"9.7";"true"
"WEA-00156";"2024-06-04";"8.7";"false"
"WEA-00157";"2024-06-05";"10.9";"false"
"WEA-00158";"2024-06-06";"12.2";"true"
"WEA-00159";"2024-06-07";"5.2";"true"
"WEA-00160";"2024-06-08";"9.1";"false"
"WEA-00161";"2024-06-09";"9.5";"false"
"WEA-00162";"2024-06-10";"7.4";"false"
"WEA-00163";"2024-06-11";"7.5";"true"
"WEA-00164";"2024-06-12";"11.4";"false"
"WEA-00165";"2024-06-13";"11.2";"false"
"WEA-00166";"2024-06-14";"12.3";"false"
"WEA-00167";"2024-06-15";"6.8";"false"
"WEA-00168";"2024-06-16";"9.0";"false"
"WEA-00169";"2024-06-17";"12.1";"false"
"WEA-00170";"2024-06-18";"12.8";"true"
"WEA-00171";"2024-06-19";"12.1";"false"
"WEA-00172";"2024-06-20";"5.7";"true"
"WEA-00173";"2024-06-21";"10.5";"false"
"WEA-00174";"2024-06-22";"4.8";"true"
"WEA-00175";"2024-06-23";"12.8";"false"
"WEA-00176";"2024-06-24";"9.7";"false"
"WEA-00177";"2024-06-25";"9.7";"true"
"WEA-00178";"2024-06-26";"6.9";"true"
"WEA-00179";"2024-06-27";"11.0";"false"
"WEA-00180";"2024-06-28";"11.9";"true"
"WEA-00181";"2024-06-29";"9.0";"true"
"WEA-00182";"2024-06-30";"6.6";"false"
"WEA-00183";"2024-07-01";"12.0";"true"
"WEA-00184";"2024-07-02";"8.4";"true"
"WEA-00185";"2024-07-03";"10.5";"false"
"WEA-00186";"2024-07-04";"7.9";"true"
"WEA-00187";"2024-07-05";"8.0";"false"
"WEA-00188";"2024-07-06";"9.7";"true"
"WEA-00189";"2024-07-07";"11.6";"false"
"WEA-00190";"2024-07-08";"4.3";"true"
"WEA-00191";"2024-07-09";"8.6";"false"
"WEA-00192";"2024-07-10";"8.9";"false"
"WEA-00193";"2024-07-11";"11.0";"false"
"WEA-00194";"2024-07-12";"12.5";"true"
"WEA-00195";"2024-07-13";"8.6";"true"
"WEA-00196";"2024-07-14";"10.2";"false"
"WEA-00197";"2024-07-15";"5.1";"true"
"WEA-00198";"2024-07-16";"6.8";"false"
"WEA-00199";"2024-07-17";"4.0";"true"
"WEA-00200";"2024-07-18";"13.5";"false"
"WEA-00201";"2024-07-19";"6.0";"true"
"WEA-00202";"2024-07-20";"7.7";"true"
"WEA-00203";"2024-07-21";"9.2";"false"
"WEA-00204";"2024-07-22";"11.7";"false"
"WEA-00205";"2024-07-23";"14.4";"false"
"WEA-00206";"2024-07-24";"4.0";"false"
"WEA-00207";"2024-07-25";"7.1";"true"
"WEA-00208";"2024-07-26";"11.2";"true"
"WEA-00209";"2024-07-27";"7.5";"false"
"WEA-00210";"2024-07-28";"8.6";"false"
"WEA-00211";"2024-07-29";"11.2";"false"
"WEA-00212";"2024-07-30";"9.0";"true"
"WEA-00213";"2024-07-31";"7.1";"false"
"WEA-00214";"2024-08-01";"8.3";"true"
"WEA-00215";"2024-08-02";"11.0";"false"
"WEA-00216";"2024-08-03";"4.9";"false"
"WEA-00217";"2024-08-04";"8.7";"false"
"WEA-00218";"2024-08-05";"4.4";"false"
"WEA-00219";"2024-08-06";"7.9";"true"
"WEA-00220";"2024-08-07";"10.2";"false"
"WEA-00221";"2024-08-08";"13.9";"false"
"WEA-00222";"2024-08-09";"12.3";"true"
"WEA-00223";"2024-08-10";"7.1";"false"
"WEA-00224";"2024-08-11";"9.7";"true"
"WEA-00225";"2024-08-12";"10.3";"true"
"WEA-00226";"2024-08-13";"9.4";"false"
"WEA-00227";"2024-08-14";"9.9";"true"
"WEA-00228";"2024-08-15";"7.7";"false"
"WEA-00229";"2024-08-16";"5.0";"false"
"WEA-00230";"2024-08-17";"8.2";"true"
"WEA-00231";"2024-08-18";"5.3";"false"
"WEA-00232";"2024-08-19";"8.8";"true"
"WEA-00233";"2024-08-20";"11.1";"true"
"WEA-00234";"2024-08-21";"13.5";"true"
"WEA-00235";"2024-08-22";"12.7";"false"
"WEA-00236";"2024-08-23";"14.4";"true"
"WEA-00237";"2024-08-24";"10.4";"false"
"WEA-00238";"2024-08-25";"6.5";"false"
"WEA-00239";"2024-08-26";"8.2";"false"
"WEA-00240";"2024-08-27";"7.8";"true"
"WEA-00241";"2024-08-28";"11.8";"true"
"WEA-00242";"2024-08-29";"8.0";"false"
"WEA-00243";"2024-08-30";"10.1";"false"
"WEA-00244";"2024-08-31";"8.4";"true"
"WEA-00245";"2024-09-01";"6.9";"false"
"WEA-00246";"2024-09-02";"6.0";"true"
"WEA-00247";"2024-09-03";"7.1";"false"
"WEA-00248";"2024-09-04";"12.6";"true"
"WEA-00249";"2024-09-05";"10.7";"false"
"WEA-00250";"2024-09-06";"14.0";"false"
"WEA-00251";"2024-09-07";"10.1";"true"
"WEA-00252";"2024-09-08";"8.0";"true"
"WEA-00253";"2024-09-09";"7.9";"false"
"WEA-00254";"2024-09-10";"9.6";"false"
"WEA-00255";"2024-09-11";"10.4";"false"
"WEA-00256";"2024-09-12";"12.4";"false"
"WEA-00257";"2024-09-13";"12.6";"false"
"WEA-00258";"2024-09-14";"11.8";"false"
"WEA-00259";"2024-09-15";"15.5";"false"
"WEA-00260";"2024-09-16";"7.8";"false"
"WEA-00261";"2024-09-17";"15.7";"false"
"WEA-00262";"2024-09-18";"13.4";"false"
"WEA-00263";"2024-09-19";"15.5";"true"
"WEA-00264";"2024-09-20";"14.9";"false"
"WEA-00265";"2024-09-21";"12.2";"false"
"WEA-00266";"2024-09-22";"10.5";"false"
"WEA-00267";"2024-09-23";"13.1";"false"
"WEA-00268";"2024-09-24";"13.7";"true"
"WEA-00269";"2024-09-25";"21.1";"false"
"WEA-00270";"2024-09-26";"15.4";"true"
"WEA-00271";"2024-09-27";"14.3";"false"
"WEA-00272";"2024-09-28";"16.5";"false"
"WEA-00273";"2024-09-29";"13.9";"false"
"WEA-00274";"2024-09-30";"17.4";"false"
"WEA-00275";"2024-10-01";"11.8";"false"
"WEA-00276";"2024-10-02";"11.8";"false"
"WEA-00277";"2024-10-03";"12.5";"false"
"WEA-00278";"2024-10-04";"12.6";"true"
"WEA-00279";"2024-10-05";"13.2";"false"
"WEA-00280";"2024-10-06";"11.6";"false"
"WEA-00281";"2024-10-07";"9.8";"false"
"WEA-00282";"2024-10-08";"14.6";"false"
"WEA-00283";"2024-10-09";"16.2";"false"
"WEA-00284";"2024-10-10";"12.1";"false"
"WEA-00285";"2024-10-11";"12.4";"true"
"WEA-00286";"2024-10-12";"13.2";"false"
"WEA-00287";"2024-10-13";"18.0";"false"
"WEA-00288";"2024-10-14";"18.3";"true"
"WEA-00289";"2024-10-15";"15.0";"true"
"WEA-00290";"2024-10-16";"16.2";"false"
"WEA-00291";"2024-10-17";"15.0";"false"
"WEA-00292";"2024-10-18";"12.8";"false"
"WEA-00293";"2024-10-19";"19.5";"true"
"WEA-00294";"2024-10-20";"14.8";"true"
"WEA-00295";"2024-10-21";"17.0";"false"
"WEA-00296";"2024-10-22";"18.4";"false"
"WEA-00297";"2024-10-23";"14.0";"true"
"WEA-00298";"2024-10-24";"13.6";"false"
"WEA-00299";"2024-10-25";"18.2";"false"
"WEA-00300";"2024-10-26";"16.7";"false"
"WEA-00301";"2024-10-27";"15.7";"false"
"WEA-00302";"2024-10-28";"17.9";"false"
"WEA-00303";"2024-10-29";"20.2";"true"
"WEA-00304";"2024-10-30";"16.7";"false"
"WEA-00305";"2024-10-31";"19.4";"false"
"WEA-00306";"2024-11-01";"20.1";"false"
"WEA-00307";"2024-11-02";"17.5";"true"
"WEA-00308";"2024-11-03";"16.5";"false"
"WEA-00309";"2024-11-04";"19.8";"false"
"WEA-00310";"2024-11-05";"18.8";"false"
"WEA-00311";"2024-11-06";"18.6";"true"
"WEA-00312";"2024-11-07";"18.2";"false"
"WEA-00313";"2024-11-08";"21.9";"true"
"WEA-00314";"2024-11-09";"25.1";"false"
"WEA-00315";"2024-11-10";"21.1";"false"
"WEA-00316";"2024-11-11";"17.9";"false"
"WEA-00317";"2024-11-12";"19.8";"true"
"WEA-00318";"2024-11-13";"17.6";"false"
"WEA-00319";"2024-11-14";"21.9";"false"
"WEA-00320";"2024-11-15";"21.9";"false"
"WEA-00321";"2024-11-16";"16.0";"false"
"WEA-00322";"2024-11-17";"21.2";"false"
"WEA-00323";"2024-11-18";"23.9";"false"
"WEA-00324";"2024-11-19";"18.2";"false"
"WEA-00325";"2024-11-20";"25.8";"false"
"WEA-00326";"2024-11-21";"15.3";"false"
"WEA-00327";"2024-11-22";"18.4";"false"
"WEA-00328";"2024-11-23";"18.8";"false"
"WEA-00329";"2024-11-24";"20.3";"false"
"WEA-00330";"2024-11-25";"20.2";"false"
"WEA-00331";"2024-11-26";"20.5";"true"
"WEA-00332";"2024-11-27";"19.4";"false"
"WEA-00333";"2024-11-28";"17.9";"false"
"WEA-00334";"2024-11-29";"20.0";"true"
"WEA-00335";"2024-11-30";"18.2";"false"
"WEA-00336";"2024-12-01";"22.2";"false"
"WEA-00337";"2024-12-02";"21.7";"true"
"WEA-00338";"2024-12-03";"19.9";"false"
"WEA-00339";"2024-12-04";"23.4";"false"
"WEA-00340";"2024-12-05";"22.9";"false"
"WEA-00341";"2024-12-06";"22.3";"true"
"WEA-00342";"2024-12-07";"15.9";"true"
"WEA-00343";"2024-12-08";"23.4";"false"
"WEA-00344";"2024-12-09";"23.4";"true"
"WEA-00345";"2024-12-10";"17.7";"false"
"WEA-00346";"2024-12-11";"29.8";"false"
"WEA-00347";"2024-12-12";"23.7";"true"
"WEA-00348";"2024-12-13";"19.4";"false"
"WEA-00349";"2024-12-14";"22.2";"false"
"WEA-00350";"2024-12-15";"20.4";"false"
"WEA-00351";"2024-12-16";"22.4";"false"
"WEA-00352";"2024-12-17";"25.2";"false"
"WEA-00353";"2024-12-18";"23.3";"false"
"WEA-00354";"2024-12-19";"23.8";"false"
"WEA-00355";"2024-12-20";"22.9";"false"
"WEA-00356";"2024-12-21";"24.1";"false"
"WEA-00357";"2024-12-22";"25.3";"false"
"WEA-00358";"2024-12-23";"19.3";"false"
"WEA-00359";"2024-12-24";"20.9";"false"
"WEA-00360";"2024-12-25";"21.6";"false"
"WEA-00361";"2024-12-26";"22.3";"false"
"WEA-00362";"2024-12-27";"21.8";"false"
"WEA-00363";"2024-12-28";"24.8";"false"
"WEA-00364";"2024-12-29";"21.0";"false"
"WEA-00365";"2024-12-30";"22.3";"false"
"WEA-00366";"2024-12-31";"19.0";"false"
"WEA-00367";"2025-01-01";"23.1";"false"
"WEA-00368";"2025-01-02";"27.8";"true"
"WEA-00369";"2025-01-03";"17.3";"false"
"WEA-00370";"2025-01-04";"21.9";"true"
"WEA-00371";"2025-01-05";"20.2";"true"
"WEA-00372";"2025-01-06";"23.8";"false"
"WEA-00373";"2025-01-07";"28.6";"false"
"WEA-00374";"2025-01-08";"21.1";"false"
"WEA-00375";"2025-01-09";"24.9";"true"
"WEA-00376";"2025-01-10";"20.0";"true"
"WEA-00377";"2025-01-11";"21.2";"false"
"WEA-00378";"2025-01-12";"24.5";"false"
"WEA-00379";"2025-01-13";"20.1";"false"
"WEA-00380";"2025-01-14";"23.4";"false"
"WEA-00381";"2025-01-15";"22.7";"true"
"WEA-00382";"2025-01-16";"20.2";"false"
"WEA-00383";"2025-01-17";"16.3";"false"
"WEA-00384";"2025-01-18";"26.6";"false"
"WEA-00385";"2025-01-19";"24.6";"false"
"WEA-00386";"2025-01-20";"22.2";"true"
"WEA-00387";"2025-01-21";"22.4";"false"
"WEA-00388";"2025-01-22";"22.3";"false"
"WEA-00389";"2025-01-23";"19.5";"false"
"WEA-00390";"2025-01-24";"22.7";"false"
"WEA-00391";"2025-01-25";"21.1";"false"
"WEA-00392";"2025-01-26";"22.6";"false"
"WEA-00393";"2025-01-27";"18.7";"false"
"WEA-00394";"2025-01-28";"23.8";"false"
"WEA-00395";"2025-01-29";"21.1";"true"
"WEA-00396";"2025-01-30";"25.5";"false"
"WEA-00397";"2025-01-31";"23.8";"true"
"WEA-00398";"2025-02-01";"22.1";"false"
"WEA-00399";"2025-02-02";"14.2";"true"
"WEA-00400";"2025-02-03";"16.5";"true"
"WEA-00401";"2025-02-04";"22.5";"false"
"WEA-00402";"2025-02-05";"20.2";"false"
"WEA-00403";"2025-02-06";"22.8";"true"
"WEA-00404";"2025-02-07";"28.0";"false"
"WEA-00405";"2025-02-08";"22.4";"true"
"WEA-00406";"2025-02-09";"20.9";"false"
"WEA-00407";"2025-02-10";"22.2";"true"
"WEA-00408";"2025-02-11";"19.8";"false"
"WEA-00409";"2025-02-12";"22.2";"false"
"WEA-00410";"2025-02-13";"22.0";"false"
"WEA-00411";"2025-02-14";"25.0";"false"
"WEA-00412";"2025-02-15";"23.6";"false"
"WEA-00413";"2025-02-16";"21.7";"false"
"WEA-00414";"2025-02-17";"25.9";"true"
"WEA-00415";"2025-02-18";"20.3";"true"
"WEA-00416";"2025-02-19";"19.1";"false"
"WEA-00417";"2025-02-20";"21.3";"false"
"WEA-00418";"2025-02-21";"22.5";"true"
"WEA-00419";"2025-02-22";"21.3";"false"
"WEA-00420";"2025-02-23";"19.5";"false"
"WEA-00421";"2025-02-24";"18.7";"false"
"WEA-00422";"2025-02-25";"19.0";"false"
"WEA-00423";"2025-02-26";"22.4";"true"
"WEA-00424";"2025-02-27";"23.2";"false"
"WEA-00425";"2025-02-28";"18.1";"false"
"WEA-00426";"2025-03-01";"20.6";"true"
"WEA-00427";"2025-03-02";"20.4";"true"
"WEA-00428";"2025-03-03";"21.0";"false"
"WEA-00429";"2025-03-04";"18.2";"false"
"WEA-00430";"2025-03-05";"21.9";"false"
"WEA-00431";"2025-03-06";"17.6";"false"
"WEA-00432";"2025-03-07";"19.6";"false"
"WEA-00433";"2025-03-08";"22.6";"false"
"WEA-00434";"2025-03-09";"20.0";"false"
"WEA-00435";"2025-03-10";"18.9";"true"
"WEA-00436";"2025-03-11";"21.8";"true"
"WEA-00437";"2025-03-12";"21.0";"false"
"WEA-00438";"2025-03-13";"19.8";"false"
"WEA-00439";"2025-03-14";"15.3";"false"
"WEA-00440";"2025-03-15";"22.1";"false"
"WEA-00441";"2025-03-16";"18.4";"false"
"WEA-00442";"2025-03-17";"17.2";"false"
"WEA-00443";"2025-03-18";"19.4";"true"
"WEA-00444";"2025-03-19";"17.9";"false"
"WEA-00445";"2025-03-20";"17.6";"false"
"WEA-00446";"2025-03-21";"14.2";"true"
"WEA-00447";"2025-03-22";"19.4";"true"
"WEA-00448";"2025-03-23";"12.7";"true"
"WEA-00449";"2025-03-24";"20.5";"false"
"WEA-00450";"2025-03-25";"20.1";"true"
"WEA-00451";"2025-03-26";"16.4";"false"
"WEA-00452";"2025-03-27";"20.4";"false"
"WEA-00453";"2025-03-28";"18.6";"false"
"WEA-00454";"2025-03-29";"15.6";"false"
"WEA-00455";"2025-03-30";"18.1";"false"
"WEA-00456";"2025-03-31";"16.3";"false"
"WEA-00457";"2025-04-01";"22.5";"false"
"WEA-00458";"2025-04-02";"17.7";"false"
"WEA-00459";"2025-04-03";"21.4";"false"
"WEA-00460";"2025-04-04";"25.0";"false"
"WEA-00461";"2025-04-05";"18.3";"false"
"WEA-00462";"2025-04-06";"15.7";"false"
"WEA-00463";"2025-04-07";"14.7";"false"
"WEA-00464";"2025-04-08";"17.5";"false"
"WEA-00465";"2025-04-09";"17.7";"true"
"WEA-00466";"2025-04-10";"14.7";"true"
"WEA-00467";"2025-04-11";"16.3";"true"
"WEA-00468";"2025-04-12";"16.6";"false"
"WEA-00469";"2025-04-13";"15.8";"false"
"WEA-00470";"2025-04-14";"17.9";"true"
"WEA-00471";"2025-04-15";"16.4";"false"
"WEA-00472";"2025-04-16";"15.1";"true"
"WEA-00473";"2025-04-17";"18.4";"false"
"WEA-00474";"2025-04-18";"12.7";"true"
"WEA-00475";"2025-04-19";"14.9";"true"
"WEA-00476";"2025-04-20";"16.1";"false"
"WEA-00477";"2025-04-21";"12.0";"false"
"WEA-00478";"2025-04-22";"13.1";"false"
"WEA-00479";"2025-04-23";"12.8";"false"
"WEA-00480";"2025-04-24";"12.5";"false"
"WEA-00481";"2025-04-25";"12.7";"false"
"WEA-00482";"2025-04-26";"10.5";"false"
"WEA-00483";"2025-04-27";"17.7";"false"
"WEA-00484";"2025-04-28";"13.2";"true"
"WEA-00485";"2025-04-29";"16.2";"true"
"WEA-00486";"2025-04-30";"18.2";"false"
"WEA-00487";"2025-05-01";"10.9";"false"
"WEA-00488";"2025-05-02";"10.8";"false"
"WEA-00489";"2025-05-03";"16.3";"false"
"WEA-00490";"2025-05-04";"16.5";"true"
"WEA-00491";"2025-05-05";"12.9";"false"
"WEA-00492";"2025-05-06";"15.5";"false"
"WEA-00493";"2025-05-07";"16.6";"false"
"WEA-00494";"2025-05-08";"12.3";"false"
"WEA-00495";"2025-05-09";"9.0";"false"
"WEA-00496";"2025-05-10";"9.4";"false"
"WEA-00497";"2025-05-11";"13.3";"false"
"WEA-00498";"2025-05-12";"13.4";"false"
"WEA-00499";"2025-05-13";"6.9";"false"
"WEA-00500";"2025-05-14";"13.2";"false"
"WEA-00501";"2025-05-15";"11.4";"false"
"WEA-00502";"2025-05-16";"11.7";"false"
"WEA-00503";"2025-05-17";"10.0";"false"
"WEA-00504";"2025-05-18";"11.3";"false"
"WEA-00505";"2025-05-19";"12.2";"false"
"WEA-00506";"2025-05-20";"12.7";"false"
"WEA-00507";"2025-05-21";"13.8";"true"
"WEA-00508";"2025-05-22";"10.0";"false"
"WEA-00509";"2025-05-23";"8.2";"false"
"WEA-00510";"2025-05-24";"11.7";"true"
"WEA-00511";"2025-05-25";"7.6";"true"
"WEA-00512";"2025-05-26";"7.4";"true"
"WEA-00513";"2025-05-27";"13.6";"false"
"WEA-00514";"2025-05-28";"8.0";"false"
"WEA-00515";"2025-05-29";"10.3";"false"
"WEA-00516";"2025-05-30";"12.7";"false"
"WEA-00517";"2025-05-31";"12.8";"false"
"WEA-00518";"2025-06-01";"14.0";"false"
"WEA-00519";"2025-06-02";"11.9";"false"
"WEA-00520";"2025-06-03";"12.4";"false"
"WEA-00521";"2025-06-04";"11.5";"false"
"WEA-00522";"2025-06-05";"8.7";"false"
"WEA-00523";"2025-06-06";"5.7";"false"
"WEA-00524";"2025-06-07";"8.6";"true"
"WEA-00525";"2025-06-08";"10.9";"true"
"WEA-00526";"2025-06-09";"11.5";"false"
"WEA-00527";"2025-06-10";"9.0";"false"
"WEA-00528";"2025-06-11";"8.3";"false"
"WEA-00529";"2025-06-12";"7.5";"true"
"WEA-00530";"2025-06-13";"9.3";"true"
"WEA-00531";"2025-06-14";"7.6";"true"
"WEA-00532";"2025-06-15";"8.8";"false"
"WEA-00533";"2025-06-16";"11.1";"true"
"WEA-00534";"2025-06-17";"10.0";"false"
"WEA-00535";"2025-06-18";"10.3";"false"
"WEA-00536";"2025-06-19";"9.4";"true"
"WEA-00537";"2025-06-20";"7.0";"true"
"WEA-00538";"2025-06-21";"9.9";"true"
"WEA-00539";"2025-06-22";"8.2";"false"
"WEA-00540";"2025-06-23";"6.9";"false"
"WEA-00541";"2025-06-24";"6.1";"false"
"WEA-00542";"2025-06-25";"5.7";"false"
"WEA-00543";"2025-06-26";"9.5";"false"
"WEA-00544";"2025-06-27";"10.7";"true"
"WEA-00545";"2025-06-28";"9.3";"false"
"WEA-00546";"2025-06-29";"6.6";"false"
"WEA-00547";"2025-06-30";"11.1";"false"
"WEA-00548";"2025-07-01";"6.3";"false"
"WEA-00549";"2025-07-02";"9.7";"true"
"WEA-00550";"2025-07-03";"10.5";"true"
"WEA-00551";"2025-07-04";"10.9";"false"
"WEA-00552";"2025-07-05";"8.8";"false"
"WEA-00553";"2025-07-06";"8.2";"true"
"WEA-00554";"2025-07-07";"12.2";"true"
"WEA-00555";"2025-07-08";"9.9";"true"
"WEA-00556";"2025-07-09";"9.7";"true"
"WEA-00557";"2025-07-10";"10.6";"true"
"WEA-00558";"2025-07-11";"8.4";"false"
